watershed_code,state_fips_code,domain_desc,CV (%),end_code,state_name,country_name,class_desc,agg_level_desc,Value,freq_desc,begin_code,short_desc,zip_5,prodn_practice_desc,state_alpha,country_code,year,asd_desc,source_desc,county_code,region_desc,asd_code,county_ansi,group_desc,county_name,domaincat_desc,load_time,sector_desc,unit_desc,week_ending,reference_period_desc,location_desc,util_practice_desc,statisticcat_desc,commodity_desc,state_ansi,watershed_desc,congr_district_code,value
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,56,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2012,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,56.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,49,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2011,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,49.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,49,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2010,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,49.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,51,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2009,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,51.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,61,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2008,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,61.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,51,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2007,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,51.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,60,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2006,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,60.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,53,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2005,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,53.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,47,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2004,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,47.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,42,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2003,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,42.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,57,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2002,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,57.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,45,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2001,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,45.0
00000000,34,TOTAL,,00,NEW JERSEY,UNITED STATES,ALL CLASSES,STATE,57,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NJ,9000,2000,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW JERSEY,ALL UTILIZATION PRACTICES,YIELD,WHEAT,34,,,57.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,31,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2025,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2025-09-30 12:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,31.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,12,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2024,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2025-09-30 12:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,12.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,11,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2023,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-09-30 12:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,11.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,17,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2022,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-01-09 15:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,17.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,36,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2021,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-01-09 15:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,36.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,28,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2020,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-01-09 15:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,28.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,30,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2019,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-01-09 15:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,30.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,15,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2018,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-01-09 15:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,15.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,30,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2017,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2019-02-06 15:00:06.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,30.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,22,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2016,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2019-02-06 15:00:06.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,22.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,25,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2015,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2019-02-06 15:00:06.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,25.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,30,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2015,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2015-08-12 12:00:00.000,CROPS,BU / ACRE,,YEAR - AUG FORECAST,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,30.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,30,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2015,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2015-07-10 12:00:00.000,CROPS,BU / ACRE,,YEAR - JUL FORECAST,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,30.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,28,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2014,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2019-02-06 15:00:06.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,28.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,44,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2013,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2019-02-06 15:00:06.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,44.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,27,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2012,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,27.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,21,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2011,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,21.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,28,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2010,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,28.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,20,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2009,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,20.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,31,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2008,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,31.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,28,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2007,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,28.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,34,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2006,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,34.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,38,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2005,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,38.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,28,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2004,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,28.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,32,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2003,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,32.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,26,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2002,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,26.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,34,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2001,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,34.0
00000000,35,TOTAL,,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,24,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NM,9000,2000,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,24.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,71,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2025,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2025-09-30 12:00:00.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,71.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,75,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2024,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2025-09-30 12:00:00.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,75.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,81,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2023,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-09-30 12:00:00.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,81.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,72,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2022,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-01-09 15:00:00.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,72.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,77,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2021,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-01-09 15:00:00.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,77.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,66,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2020,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-01-09 15:00:00.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,66.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,63,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2019,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-01-09 15:00:00.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,63.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,69,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2018,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2024-01-09 15:00:00.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,69.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,67,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2017,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2019-02-06 15:00:06.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,67.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,74,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2016,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2019-02-06 15:00:06.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,74.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,63,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2015,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2019-02-06 15:00:06.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,63.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,63,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2015,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2015-08-12 12:00:00.000,CROPS,BU / ACRE,,YEAR - AUG FORECAST,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,63.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,62,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2015,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2015-07-10 12:00:00.000,CROPS,BU / ACRE,,YEAR - JUL FORECAST,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,62.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,63,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2014,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2019-02-06 15:00:06.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,63.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,68,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2013,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2019-02-06 15:00:06.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,68.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,63,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2012,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,63.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,55,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2011,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,55.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,67,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2010,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,67.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,65,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2009,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,65.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,63,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2008,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2014-11-03 16:18:55.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,63.0
00000000,36,TOTAL,,00,NEW YORK,UNITED STATES,ALL CLASSES,STATE,53,ANNUAL,00,"WHEAT - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,NY,9000,2007,,SURVEY,,,,,FIELD CROPS,,NOT SPECIFIED,2012-01-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW YORK,ALL UTILIZATION PRACTICES,YIELD,WHEAT,36,,,53.0
